turn_id,speaker,start,stop,utterance,interval,delta,questions,end_question,overlap,n_words,source_rows
560,5de79e713cf27970edc23950,1330.94,1343.46,"so I don't know where it's going. It's weird because I was in boston um and went into Walgreens and they had tons of toilet paper, but out here, which is considered like a little suburban town, there's",0.1700000000000727,4.740000000000009,0,False,False,42,"[560, 562, 564]"
567,5cf942378da406000127871f,1343.64,1345.96,hmm. Oh wow.,-0.8199999999999363,2.3199999999999363,0,False,True,3,[567]
568,5de79e713cf27970edc23950,1345.64,1348.85,I would think it would be the opposite. But I don't know.,-0.3199999999999363,3.209999999999809,0,False,True,13,[568]
569,5cf942378da406000127871f,1350.14,1366.86,"I was wondering why people were buying so many toilet paper rolls. And then I remember a few weeks ago I started saying like this whole trend like people are trying to like get their dogs to jump over the large amount of toilet paper rolls. Like, okay, that's when you guys are doing with Get your dog to do tricks.",1.290000000000191,13.149999999999864,0,False,False,62,"[569, 573]"
574,5de79e713cf27970edc23950,1367.44,1375.22,mm Most stores seem to have a limit now like to two packages of whatever paper product,0.5800000000001546,4.619999999999891,0,False,False,17,"[574, 576]"
577,5cf942378da406000127871f,1374.64,1375.45,Why?,-0.5799999999999272,0.8099999999999454,1,True,True,1,[577]
578,5de79e713cf27970edc23950,1375.23,1380.27,at a time and all the stores. The change that you know that the hours are all changed,-0.2200000000000272,5.039999999999964,0,False,True,18,[578]
579,5cf942378da406000127871f,1380.54,1380.95,Where?,0.2699999999999818,0.4100000000000818,1,True,False,1,[579]
580,5de79e713cf27970edc23950,1380.74,1395.05,when we go to the grocery store like you have you go in one door and then there are the little arrows on the floor that you're supposed to follow and I always have somebody else like with no mask talking right in my face going the wrong way. I'm,-0.2100000000000363,6.960000000000036,0,False,True,52,"[580, 582, 584]"
587,5cf942378da406000127871f,1395.43,1398.36,"yeah, it's terrible.",-0.7400000000000091,2.9299999999998363,0,False,True,4,[587]
592,5de79e713cf27970edc23950,1400.54,1426.67,"that's the weird thing that you're seeing about like America you know land of the free and ridiculous because we're so free here which is so wonderful. Citizens are like we're gonna do what I want to do, I'm not gonna listen to you. Whereas in other countries that normally those are not places you want to live that are like very totalitarian and all that. Like they locked it down that everybody listened and now they're good so",-0.1200000000001182,6.720000000000027,0,False,True,87,"[592, 594, 596, 598, 600, 602, 604]"
605,5cf942378da406000127871f,1426.24,1433.45,"Yeah. Greenland had 11 cases. That's it. 11 cases. They all survived. They don't,",-0.4300000000000636,2.930000000000064,0,False,True,16,"[605, 607, 609]"
610,5de79e713cf27970edc23950,1433.66,1434.85,that's crazy.,0.2100000000000363,1.1899999999998272,0,False,False,3,[610]
611,5cf942378da406000127871f,1434.14,1436.66,why can't we do that?,-0.709999999999809,2.519999999999982,1,True,True,6,[611]
612,5de79e713cf27970edc23950,1437.24,1449.77,"Well I know yeah like places like Singapore, like they shut everything down, nobody left their house for two weeks. Everybody listened. Nobody complained. They have like three deaths and nothing's come back. Since then",0.5799999999999272,0.2799999999999727,0,False,False,36,"[612, 614, 616, 618]"
619,5cf942378da406000127871f,1451.34,1453.56,It's ridiculous.,1.5699999999999363,2.220000000000028,0,False,False,3,[619]
620,5de79e713cf27970edc23950,1453.34,1457.66,"we are so far past any other country, like I'm just not getting that.",-0.2200000000000272,4.320000000000164,0,False,True,15,[620]
622,5de79e713cf27970edc23950,1458.74,1480.77,"Like I understand that apparently trump or whatever was being warned and not listening. Big surprise. Um but besides any other political whatever, we can't have been that much more ill prepared than everybody else like in the whole rest of the world, like nobody has even close to the number of cases that we do. I don't know,",0.9600000000000364,7.529999999999973,0,False,False,61,"[622, 624, 626]"
627,5cf942378da406000127871f,1480.84,1481.77,Interdict this.,0.0699999999999363,0.9300000000000636,0,False,False,2,[627]
630,5de79e713cf27970edc23950,1482.37,1482.58,don't,-0.0500000000001819,0.2100000000000363,0,False,True,2,[630]
633,5cf942378da406000127871f,1482.66,1492.94,"we heard it. Will they reopen? So they, because I think they have like their own version of trump down there and like they've been the cases keep growing like",-0.1299999999998817,0.3099999999999454,0,False,True,31,"[633, 635]"
638,5de79e713cf27970edc23950,1495.84,1502.2,"Yeah, yep. We'll see. Like I've been dying to get back in the pool and the hot tub.",2.480000000000018,2.450000000000045,0,False,False,20,"[638, 640]"
641,5cf942378da406000127871f,1501.74,1502.67,no longer.,-0.4600000000000364,0.9300000000000636,0,False,True,2,[641]
642,5de79e713cf27970edc23950,1502.21,1525.76,"I have a membership to a gym and that's the best thing again I have, like, I use a role later to walk around and stuff being in the water, the pool and the hot tub is like the best place for me ever. And as much as I want to get back into it when they reopened, I'm probably going to give it a while, like let the people that don't have anything to lose, go try it all out, you know?",-0.4600000000000364,2.240000000000009,0,False,True,86,"[642, 644, 648, 650, 652, 654]"
656,5de79e713cf27970edc23950,1527.44,1537.76,"And then I'll see if people aren't getting sick and then I'll go back. But I don't know. And I wonder even with the gyms, like are they ever going to reopen like pools?",1.1900000000000546,1.5599999999999454,0,False,False,38,"[656, 658]"
659,5cf942378da406000127871f,1537.44,1539.45,I don't know.,-0.3199999999999363,2.009999999999991,0,False,True,4,[659]
660,5de79e713cf27970edc23950,1538.74,1549.27,"You can't like social distance. I mean the water is chemically treated, do you really want to be in like a people's soup?",-0.7100000000000364,4.990000000000009,0,False,True,25,"[660, 664, 666]"
667,5cf942378da406000127871f,1549.24,1558.96,"Yeah. Um I think like I heard I'm not really like Georgia like they reopened the bowling alleys. I'm like, why have all placed? Would you open the bowling alley?",-0.0299999999999727,1.7100000000000364,0,False,True,32,"[667, 669]"
670,5de79e713cf27970edc23950,1559.04,1567.95,"yeah. The things they reopened were like nail salons, barbershops, all the things that you have to have like direct person to person contact. So,",0.0799999999999272,3.8099999999999454,0,False,False,25,"[670, 672]"
673,5cf942378da406000127871f,1567.54,1569.65,"Yeah, like",-0.4100000000000818,2.110000000000128,0,False,True,2,[673]
676,5de79e713cf27970edc23950,1570.94,1572.06,I'm not sure what's going,-0.5099999999999909,1.1199999999998909,0,False,True,7,[676]
679,5cf942378da406000127871f,1572.16,1572.27,know?,-0.0699999999999363,0.1099999999998999,1,True,True,1,[679]
680,5de79e713cf27970edc23950,1572.23,1581.36,"down there, but, and then even a lot of the other plans, most of the States, you know, they're reopen their reopening more and more businesses, but they're not reopening the schools.",-0.0399999999999636,9.129999999999882,0,False,True,34,[680]
681,5cf942378da406000127871f,1581.84,1582.67,Mm hmm.,0.4800000000000182,0.8300000000001546,0,False,False,2,[681]
682,5de79e713cf27970edc23950,1582.24,1586.05,What are they expecting all the parents to do that have been home with their kids the whole time.,-0.4300000000000636,3.059999999999945,0,False,True,19,"[682, 684]"
685,5cf942378da406000127871f,1587.14,1587.86,mm hmm.,1.0900000000001455,0.7199999999997999,0,False,False,2,[685]
686,5de79e713cf27970edc23950,1587.54,1591.62,Like now a lot of parents are going to have to just decline going back to work,-0.3199999999999363,4.079999999999927,0,False,True,17,[686]
687,5cf942378da406000127871f,1591.54,1592.17,Where?,-0.0799999999999272,0.6300000000001091,1,True,True,1,[687]
688,5de79e713cf27970edc23950,1591.63,1600.36,"I assume because there's nowhere to put the kids. Yeah. And they're even talking like about the new normal, like what school going to look like in the fall.",-0.5399999999999636,2.7199999999998,0,False,True,31,"[688, 690]"
691,5cf942378da406000127871f,1600.04,1600.78,Yes. Movement.,-0.3199999999999363,0.7400000000000091,0,False,True,2,[691]
692,5de79e713cf27970edc23950,1600.94,1607.77,I don't think it's going to go back to what it was. That's for sure. So we'll have to see. It's crazy,0.1600000000000818,3.4199999999998454,0,False,False,27,"[692, 694, 696]"
697,5cf942378da406000127871f,1607.74,1608.95,Uh huh. Thanks.,-0.0299999999999727,1.2100000000000364,0,False,True,3,[697]
698,5de79e713cf27970edc23950,1609.44,1617.76,"how much jelly bean, chihuahua just sits on me all day long",0.4900000000000091,1.6199999999998909,0,False,False,12,"[698, 702]"
703,5cf942378da406000127871f,1618.04,1622.77,"Oh yeah, I'm sure my talks with that. I'm here all the time now.",0.2799999999999727,4.730000000000018,0,False,False,16,[703]
705,5cf942378da406000127871f,1624.04,1627.96,Follow me around. Like she's still here,0.1800000000000636,3.9200000000000728,0,False,False,8,[705]
706,5de79e713cf27970edc23950,1627.24,1630.86,Oh were you not there before this all happened?,-0.7200000000000273,3.619999999999891,1,True,True,9,[706]
707,5cf942378da406000127871f,1630.84,1633.85,because I was always going out to improv shows,-0.0199999999999818,3.009999999999991,0,False,True,9,[707]
710,5de79e713cf27970edc23950,1634.55,1637.39,right right. So like you're just home all the time now?,0.0599999999999454,0.9700000000000272,0,False,False,12,"[710, 712]"
715,5cf942378da406000127871f,1640.94,1654.72,"it's interesting like um I never, I'm talking with my boyfriend because like he loves the dogs of course. So they killed like he'll be talking to them will be howling at the screen, let's troll back.",1.6000000000001364,11.5,0,False,False,41,"[715, 717]"
718,5de79e713cf27970edc23950,1654.54,1654.91,That's,-0.1800000000000636,0.3700000000001182,0,False,True,2,[718]
721,5cf942378da406000127871f,1655.34,1657.96,"you're I'm like, where is it coming from?",-0.0099999999999909,2.6200000000001182,1,True,True,10,[721]
722,5de79e713cf27970edc23950,1657.64,1663.86,"right there, totally That's What type of dogs are they?",-0.3199999999999363,1.3099999999999454,0,False,True,11,"[722, 726, 730]"
731,5cf942378da406000127871f,1664.14,1671.77,Uh well Puccini is a papi in and max is a happy in chihuahua mix.,0.2800000000002001,5.279999999999973,0,False,False,15,"[731, 733]"
734,5de79e713cf27970edc23950,1671.44,1674.81,Oh so fluffy. Right and fluffy,-0.3299999999999272,1.8299999999999272,0,False,True,6,"[734, 736]"
737,5cf942378da406000127871f,1674.84,1677.66,you're small and have like a love hair on the air,0.0299999999999727,0.2000000000000454,0,False,False,12,"[737, 739, 741]"
742,5de79e713cf27970edc23950,1677.71,1678.96,Yeah cute,0.0499999999999545,1.25,0,False,False,2,[742]
743,5cf942378da406000127871f,1679.24,1681.06,Cheney to show him off.,0.2799999999999727,1.8199999999999363,0,False,False,5,[743]
745,5cf942378da406000127871f,1682.14,1682.5,Thank you.,-0.209999999999809,0.3599999999998999,0,False,True,2,[745]
746,5de79e713cf27970edc23950,1682.36,1683.27,I like that name.,-0.1400000000001,0.910000000000082,0,False,True,4,[746]
747,5cf942378da406000127871f,1683.84,1706.66,"My dad picked it up. Yeah, come here now, you got me under the table. Oh, this is my papi in.",0.5699999999999363,2.820000000000164,0,False,False,21,"[747, 749, 751]"
752,5de79e713cf27970edc23950,1706.44,1710.17,Oh my goodness I love the ears. So cute.,-0.2200000000000272,2.730000000000018,0,False,True,9,"[752, 754]"
757,5cf942378da406000127871f,1712.14,1715.77,"He's like, I hear a voice but I don't see any way",-0.1299999999998817,3.6299999999998818,0,False,True,14,[757]
758,5de79e713cf27970edc23950,1715.44,1719.7,that's funny. So,-0.3299999999999272,4.259999999999991,0,False,True,4,[758]
759,5cf942378da406000127871f,1719.44,1719.73,look at,-0.2599999999999909,0.2899999999999636,0,False,True,2,[759]
762,5de79e713cf27970edc23950,1720.02,1750.83,"our little chihuahua was like I don't know he has issues. We got him from the shelter like a year and a half ago The day we brought him home I got bit in the face four times it's like this is gonna be a problem. So it's been a long journey of love and patience and he's so much better now but still like with other dogs he he said he only weighs £8. And if he sees any other dog like out in the world, it doesn't matter if they're like £300 he goes crazy. He",0.0699999999999363,4.089999999999918,0,False,False,107,"[762, 764, 766, 768, 770, 772, 774, 776, 778, 780]"
781,5cf942378da406000127871f,1750.74,1751.16,What?,-0.0899999999999181,0.4200000000000727,1,True,True,1,[781]
782,5de79e713cf27970edc23950,1750.83,1752.17,"doesn't even bark, he's like",-0.3300000000001546,1.3400000000001455,0,False,True,7,[782]
783,5cf942378da406000127871f,1754.54,1756.06,"Oh my God, that's",2.369999999999891,1.5199999999999818,0,False,False,5,[783]
784,5de79e713cf27970edc23950,1755.74,1763.0,and the other dogs just look at him like what is your problem too? Like nobody even barks that back at him because I don't think they even,-0.3199999999999363,1.7799999999999727,0,False,True,29,"[784, 786, 788]"
789,5cf942378da406000127871f,1762.84,1763.05,You know.,-0.1600000000000818,0.2100000000000363,0,False,True,2,[789]
790,5de79e713cf27970edc23950,1763.0,1766.95,think he's a dog like what is that little thing over there?,-0.0499999999999545,0.9400000000000546,0,False,True,13,"[790, 792]"
796,5de79e713cf27970edc23950,1769.9,1773.55,yeah. Oh my goodness.,1.050000000000182,3.649999999999864,0,False,False,4,[796]
797,5cf942378da406000127871f,1774.24,1779.06,"their little dogs, they always think they're big and bad.",0.6900000000000546,4.819999999999936,0,False,False,11,[797]
798,5de79e713cf27970edc23950,1777.24,1781.77,"Yeah, foreshore.",-1.8199999999999363,4.529999999999973,0,False,True,2,[798]
800,5de79e713cf27970edc23950,1783.84,1785.85,What part of new york city are you in?,1.389999999999873,2.009999999999991,1,True,False,9,[800]
801,5cf942378da406000127871f,1786.14,1787.96,I'm in the Bronx.,0.290000000000191,1.8199999999999363,0,False,False,5,[801]
802,5de79e713cf27970edc23950,1787.54,1788.86,"Okay, cool.",-0.4200000000000727,1.3199999999999363,0,False,True,2,[802]
803,5cf942378da406000127871f,1788.64,1790.56,My boyfriend lives in queens.,-0.2199999999997999,1.9199999999998447,0,False,True,5,[803]
805,5cf942378da406000127871f,1791.64,1793.05,What? Mhm.,-0.1199999999998908,1.4099999999998545,1,False,True,2,[805]
806,5de79e713cf27970edc23950,1792.94,1797.96,"Yeah. That's crazy that like you're both in New york city but it's that far away,",-0.1099999999998999,5.019999999999982,0,False,True,19,[806]
807,5cf942378da406000127871f,1797.84,1800.3,"Yeah, I think it's, I think",-0.1200000000001182,1.8800000000001087,0,False,True,7,"[807, 809]"
810,5de79e713cf27970edc23950,1800.16,1800.77,big city,-0.1399999999998726,0.6099999999999,0,False,True,2,[810]
811,5cf942378da406000127871f,1800.58,1813.11,the new york city has the longest commute because somehow like even though we're in the same city is still can take me like two hours to get to Staten Island or I have a friend that lives out in coney Island.,-0.1900000000000545,10.450000000000044,0,False,True,43,"[811, 813]"
814,5de79e713cf27970edc23950,1813.24,1829.46,"yeah, I thought I'd be good going to New york city because I'm used to trains, I've been taking the team my whole life in boston. I went to Germany had no problem figuring out the train system there one hour in the new york city subway and I'm like I'm never getting home again.",0.1300000000001091,7.210000000000036,0,False,False,60,"[814, 816, 818, 820]"
821,5cf942378da406000127871f,1829.14,1830.86,"mm. Yeah,",-0.3199999999999363,1.7199999999998,0,False,True,2,[821]
822,5de79e713cf27970edc23950,1830.44,1834.06,It was like so confusing. None of it made any sense to me.,-0.4199999999998454,3.619999999999891,0,False,True,13,[822]
825,5cf942378da406000127871f,1836.04,1838.46,well I can take some getting used to.,0.0899999999999181,2.4200000000000728,0,False,False,8,[825]
826,5de79e713cf27970edc23950,1838.34,1857.35,"and the people on the train like everything is just so different. They're people I found like so friendly, everybody's talking to everybody else and like random just like dances breaking out on the train boston. I don't know. The people are just like look at me, don't talk to me very different.",-0.1200000000001182,3.25,0,False,True,57,"[826, 828, 830, 832, 834, 836, 838, 840]"
842,5de79e713cf27970edc23950,1859.14,1861.36,Well it was very nice to meet you Erica.,0.5800000000001546,2.2199999999998,0,False,False,9,[842]
843,5cf942378da406000127871f,1861.44,1863.17,"no, it's very nice to meet you too,",0.0800000000001546,1.7300000000000182,0,False,False,9,[843]
844,5de79e713cf27970edc23950,1863.04,1872.77,I'm gonna go make some lunch and feed the dog and we should definitely be well over our Our limit. Make our $14.,-0.1300000000001091,4.269999999999982,0,False,True,26,"[844, 846, 848]"
849,5cf942378da406000127871f,1871.24,1876.17,"Uh huh. All right, good.",-1.5299999999999727,3.490000000000009,0,False,True,5,"[849, 851]"
852,5de79e713cf27970edc23950,1875.36,1879.66,nice talking to you. I'm so glad I didn't get some like creepy man. Oh,-0.8100000000001728,4.300000000000182,0,False,True,17,[852]
853,5cf942378da406000127871f,1879.34,1881.17,"Well that's what I was afraid of,",-0.3200000000001637,1.8300000000001544,0,False,True,8,[853]
854,5de79e713cf27970edc23950,1881.14,1885.84,me too. I would have just been like click alright well stay,-0.0299999999999727,4.059999999999945,0,False,True,12,"[854, 856]"
857,5cf942378da406000127871f,1885.74,1886.16,What?,-0.099999999999909,0.4200000000000727,1,True,True,1,[857]
858,5de79e713cf27970edc23950,1885.84,1890.67,"safe. I hope your parents do well and I hope you and your boyfriend get to be together again soon,",-0.3200000000001637,4.830000000000155,0,False,True,20,[858]
861,5cf942378da406000127871f,1892.94,1895.16,how people perceive as well by.,-0.4099999999998545,2.220000000000028,0,False,True,6,[861]
