speaker,utterance,relational_score,info_score
M1,"She redesigns the production process, using strips of metal instead.",3,4
M2,mhm.,2,1
M1,"that can be identified, (0.5) you know, by a machine rather",2,2
M2,Right,3,2
M1,"and since she's using cutting strips of metal off, you know you can polish them and stuff, you don't need to.",3,3
M2,yes,2,2
M1,"she redesigns the whole production process for each of her, and then they're kind of like the companies were, and she left England.",3,4
M2,Oh!,2,1
M1,silence,2,1
M2,[Silence (0.4)],2,1
M1,"she was done, so she left.",2,2
M2,"Right, yeah.",2,2
M1,"she also did this, the same thing, for like other domains. She measured people from Brazil, and the size, the weight, she did about five hundred pairs of feet.",3,4
M2,"okay (0.7) - The colon implies a slight elongation of the word ""okay"". So, the cleaned sentence is: Okay.",2,2
M1,"stations. She designed and built her own measuring station, which had thirty different stations.",2,4
M2,"he, huh [laughter].",2,1
M1,Kay.,2,1
M2,laughter he,2,1
M1,"she also took footprints, like you know, on and she had to design her own plastic, (0.3) rubber.",3,4
M2,right,2,2
M1,"she mapped all of that out and then she went to some factory and redesigned their shoe, you know their leather cutting process so that they would save more.",3,4
M2,silent [UNINTELLIGIBLE],2,1
M1,and they would use less leather.,2,3
M2,"""mhm, m:mm"" or ""mhm, mumbling""",2,1
M1,junior leather cutters were as good as you,3,3
M2,right upward,2,1
M1,they're using this technique to make their technique now,3,4
M2,I'm: talking [NOISE],2,1
M1,"and she did like, haha, you know",3,1
M2,yes [EXCITED],3,2
M1,"yeah, so it's just totally she's a total lunatic",2,4
M2,[UNINTELLIGIBLE],2,1
M1,"Basically, she's like.",2,2
M2,"yes, he [UNINTELLIGIBLE]",2,2
M1,She's her own vertically integrated.,2,2
M2,yes,2,2
M1,corporation,2,3
M2,"Right, yeah.",3,1
M1,"I don't know if they're going to hire her though, but it was just.",3,2
M2,"he, h, h, h, h, h, exclamation, h, h, [exclamation], breath.",2,1
M1,and she said she has a book.,3,4
M2,Wow [!],3,1
M1,Yeah (no breathings or other symbols included in the original),3,1
M2,Brazil,2,3
M1,you said it wasn't actually written as I don't know what it was written.,2,2
M2,okay.,2,1
M1,"they were already on the second edition, as it was already out.",2,3
M2,ah,2,1
M1,I don't know if they're going to hire her.,3,3
M2,"yes, right",2,2
M1,Hi,3,1
M2,"Hi oh, Linda says hi smiling and laughing a bit.",3,2
M1,That's good Hi Linda,3,2
M2,"Actually um, I was going to go, do you want to talk to Linda for a bit about your police.",4,4
M1,sure: surface,3,2
M2,problem. went up,3,4
M1,"yes, oh yeah",2,1
M2,"she might actually have reference, you know, she could point you to or find out an answer for.",3,3
M1,"That would be good, yeah.",3,2
M2,yes,3,1
F1,Canadian law increased,2,4
M2,"Not Canadian law, American law, it's not, it's [% to F1]. [!] Here I'll put her on, and I'll be right back. [% to M1]",3,2
M1,Okay,2,2
M2,"Okay, [UNINTELLIGIBLE] (staticity for two seconds). Phone clicking sounds.",2,1
F1,This Norman.,2,3
M1,yes hi Linda,3,2
F1,"hi, how are you.",3,2
M1,"pretty good, how are you?",3,2
F1,"What a surprise, good [exclamation mark].",3,2
M1,I'm using my free call from the University of [UNINTELLIGIBLE].,3,3
F1,Oh.,2,1
M1,Lee told you about that,3,3
F1,he wrote me a little note.,3,3
M1,Yeah,2,1
F1,"and I understand that, it's a.",3,2
M1,"they're just something yeah, I think",3,2
F1,"yes year, I'd say",2,1
M1,[UNINTELLIGIBLE],3,1
F1,"Everything's good, you have a legal problem.",3,4
M2,I would rather talk about the baby problem.,3,2
M1,"Oh, well, the baby's coming along fine.",3,3
F1,great [NOISE],3,1
M1,"He, Janice says that he kicks a lot.",2,4
F1,"I am
[NOISE]
(possibly a sound effect or interjection)",2,1
M1,"he turns around, and all sorts of stuff.",2,3
F1,it is it,2,1
M1,and you,3,1
F1,dancer moved (0.5) m,2,3
M1,what went up,2,2
F1,dancer,2,2
M1,"he is, yeah, or a boxer or something",2,2
F1,Unintelligible (based on the 'hhh' sounds and the special brackets),2,1
M1,very active [exclamation],3,2
F1,"I'm not sure
(There is a h sound repeated multiple times at the beginning)",3,2
M1,"a
(it seems there is no spoken word in the given line)",2,1
F1,that's exciting,3,2
M1,"you want to talk to her, you want to talk to Linda, she wants to.",3,4
F1,great [exclamation mark],3,2
M1,"okay, wait (ignore static)",3,2
F2,How are you,3,2
F1,"Janice, hi.",3,1
F2,your email,2,2
F1,"I got some messages, it's cool. (calm, calm) pal sal.",3,2
F2,okay,2,1
F1,at pit fellul,2,1
F2,okay,2,1
F1,"I'm sorry
[UNINTELLIGIBLE]",4,2
F2,I'll try.,3,2
F1,But I heard your news.,3,2
F2,Yeah [exclamation],3,2
F1,"second or third had hand hh hhh hhh hhh [!]
(Clean: The original sentence might have been ""The second or third one had a hand"", but it's difficult to determine due to the exclamation mark.)",2,2
F2,hm hm hm hm,2,1
F1,That's exciting!,3,2
F2,"We're very, yeah, we were freaked out a little bit, because we have three and a half more months.",3,3
F1,that's still not very far it is [!],3,2
F2,I know it's huh huh [exclamation mark],3,1
F1,"man, oh man",3,1
F2,[UNINTELLIGIBLE],2,1
F1,[UNINTELLIGIBLE],3,1
F2,"I can't believe it, I was miserable until like, the last couple of weeks have been good, and until now.",4,4
F1,physically,2,1
F2,yes,2,1
F1,ahahaha,2,1
F2,"I was really, I had really bad morning sickness.",4,4
F1,"Oh, gees!",2,2
F2,and um then I just had all kinds of aches and pains,3,3
F1,starting to get past that total (or simply total),3,2
F2,"She, yeah but now like- [STATIC] I've been the second trimester, it's supposed to be, I'm going into the third trimester in two weeks.",3,4
F1,[unintelligible],2,2
